relationship_gold_id,document_id,chunk_id,pmid,pmcid,relationship_type,source_entity_id,source_entity_type,source_entity_text,source_normalized_name,target_entity_id,target_entity_type,target_entity_text,target_normalized_name,evidence_text,evidence_section,evidence_start_char,evidence_end_char,confidence_gold,direction_verified,explicit_or_implied,negated,speculative,annotation_decision,annotator,annotation_status,notes
silver_relationship:cec11fb7a8cda029,paper:PMC3572442,PMC3572442-chunk-0006,,PMC3572442,ASSOCIATED_WITH,condition:familial_hypercholesterolemia,Condition,Familial hypercholesterolemia,Familial hypercholesterolemia,condition:cardiovascular_disease,Condition,Cardiovascular disease,Cardiovascular disease,"Familial Hypercholesterolemia relatively common (1 in 500 heterozygote); TC exceeds 300 mg/dL, family history of elevated TC common, associated with tendon xanthomas, premature (20 – 40 years old) CVD is common",REF,32376,32586,0.85,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly states that premature CVD is common in familial hypercholesterolemia.
silver_relationship:14a6ff050c526fa0,paper:PMC3572442,PMC3572442-chunk-0006,,PMC3572442,TREATS,drug:garlic,Drug,Garlic,Garlic,condition:hypercholesterolemia,Condition,Hypercholesterolemia,Hypercholesterolemia,Garlic for treating hypercholesterolemia.,REF,29735,29776,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly states garlic is for treating hypercholesterolemia.
silver_relationship:35f30a7af9a75328,paper:PMC3572442,PMC3572442-chunk-0006,,PMC3572442,PREVENTS,drug:statins,Drug,Statins,Statins,condition:cardiovascular_events,Condition,Cardiovascular events,Cardiovascular events,Comparison of preventive effect on cardiovascular events with different statins. -The CIRCLE study,REF,31688,31786,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly refers to the preventive effect on cardiovascular events with different statins.
silver_relationship:7fa2dd3b30c240f4,paper:PMC3572442,PMC3572442-chunk-0006,,PMC3572442,ASSOCIATED_WITH,biomarker:hdl_cholesterol,Biomarker,HDL cholesterol,HDL cholesterol,condition:myocardial_infarction,Condition,Myocardial infarction,Myocardial infarction,Plasma HDL cholesterol and risk of myocardial infarction: a mendelian randomisation study,REF,31052,31141,0.75,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The reference title explicitly links HDL cholesterol with risk of myocardial infarction.
silver_relationship:7000312763d3c6d6,paper:PMC3572442,PMC3572442-chunk-0006,,PMC3572442,INCREASES,riskfactor:familial_defective_apolipoprotein_b100,Condition,Familial Defective Apolipoprotein B100,Familial defective apolipoprotein B100,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,"Familial Defective Apolipoprotein B100 increases LDL and has a phenotype that is indistinguishable from that of FH, including increased susceptibility to CHD",REF,32681,32838,0.85,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=Revised source type to the accepted entity type Condition and relationship type to INCREASES because the evidence explicitly says familial defective apolipoprotein B100 increases LDL.
silver_relationship:b2be1677f23e13c0,paper:PMC3572442,PMC3572442-chunk-0006,,PMC3572442,ASSOCIATED_WITH,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,condition:cardiovascular_events,Condition,Cardiovascular events,Cardiovascular events,"Association of LDL cholesterol, non-HDL cholesterol, and apolipoprotein B levels with risk of cardiovascular events among patients treated with statins: a meta-analysis",REF,28465,28633,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly states an association of LDL cholesterol with risk of cardiovascular events.
silver_relationship:443c1d304b4a9f39,paper:PMC3572442,PMC3572442-chunk-0006,,PMC3572442,HAS_SYMPTOM,condition:familial_hypercholesterolemia,Condition,Familial hypercholesterolemia,Familial hypercholesterolemia,symptom:tendon_xanthomas,Symptom,Tendon xanthomas,Tendon xanthomas,"Familial Hypercholesterolemia relatively common (1 in 500 heterozygote); TC exceeds 300 mg/dL, family history of elevated TC common, associated with tendon xanthomas, premature (20 – 40 years old) CVD is common",REF,32376,32586,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly lists tendon xanthomas as associated with familial hypercholesterolemia.
silver_relationship:ea8386ae612a0451,paper:PMC3572442,PMC3572442-chunk-0006,,PMC3572442,INCREASES,condition:familial_hypercholesterolemia,Condition,Familial hypercholesterolemia,Familial hypercholesterolemia,biomarker:total_cholesterol,Biomarker,Total cholesterol,Total cholesterol,Familial Hypercholesterolemia relatively common (1 in 500 heterozygote); TC exceeds 300 mg/dL,REF,32376,32469,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=Revised from ASSOCIATED_WITH to INCREASES because the evidence explicitly states TC exceeds 300 mg/dL in familial hypercholesterolemia.
silver_relationship:7f4b76f30dc183ea,paper:PMC3572442,PMC3572442-chunk-0006,,PMC3572442,ASSOCIATED_WITH,biomarker:lp_x,Biomarker,Lp(X),Lipoprotein X,condition:obstructive_hepatic_disease,Condition,Obstructive hepatic disease,Obstructive hepatic disease,"Lp(X) Associate with obstructive hepatic disease, CVD risk unclear",REF,33155,33221,0.85,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly states Lp(X) is associated with obstructive hepatic disease.
silver_relationship:70434d7d739124a9,paper:PMC3572442,PMC3572442-chunk-0006,,PMC3572442,ASSOCIATED_WITH,condition:cerebrotendinous_xanthomatosis,Condition,Cerebrotendinous xanthomatosis,Cerebrotendinous xanthomatosis,condition:cataracts,Condition,cataracts,Cataract,"Cerebrotendinous Xanthomatosis rare; associated with neurologic disease, tendon xanthomas, and cataracts in young adults",REF,33349,33469,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly lists cataracts as associated with cerebrotendinous xanthomatosis.
silver_relationship:075d0759bf0df2ec,paper:PMC3572442,PMC3572442-chunk-0006,,PMC3572442,ASSOCIATED_WITH,biomarker:non_hdl_cholesterol,Biomarker,Non-HDL cholesterol,Non-HDL cholesterol,condition:cardiovascular_events,Condition,Cardiovascular events,Cardiovascular events,"Association of LDL cholesterol, non-HDL cholesterol, and apolipoprotein B levels with risk of cardiovascular events among patients treated with statins: a meta-analysis",REF,28465,28633,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly states an association of non-HDL cholesterol with risk of cardiovascular events.
silver_relationship:4ef3e9d9f14e5ab9,paper:PMC3572442,PMC3572442-chunk-0006,,PMC3572442,TREATS,drug:cetp_inhibitors,Drug,CETP inhibitors,CETP inhibitors,condition:hyperlipidemia,Condition,Hyperlipidemia,Hyperlipidemia,Current status of CETP inhibitors in the treatment of hyperlipidemia: an update,REF,30971,31050,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The reference title explicitly describes CETP inhibitors in the treatment of hyperlipidemia.
silver_relationship:567f037ad44e971a,paper:PMC3572442,PMC3572442-chunk-0006,,PMC3572442,ASSOCIATED_WITH,condition:cerebrotendinous_xanthomatosis,Condition,Cerebrotendinous xanthomatosis,Cerebrotendinous xanthomatosis,condition:neurologic_disease,Condition,Neurologic disease,Neurologic disease,"Cerebrotendinous Xanthomatosis rare; associated with neurologic disease, tendon xanthomas, and cataracts in young adults",REF,33349,33469,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly lists neurologic disease as associated with cerebrotendinous xanthomatosis.
silver_relationship:a3b15691c9cc6a8c,paper:PMC3572442,PMC3572442-chunk-0006,,PMC3572442,INCREASES_RISK_OF,riskfactor:familial_defective_apolipoprotein_b100,Condition,Familial Defective Apolipoprotein B100,Familial defective apolipoprotein B100,condition:coronary_heart_disease,Condition,CHD,Coronary heart disease,"Familial Defective Apolipoprotein B100 increases LDL and has a phenotype that is indistinguishable from that of FH, including increased susceptibility to CHD",REF,32681,32838,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=Revised source type to the accepted entity type Condition; the evidence explicitly states increased susceptibility to CHD.
silver_relationship:4a82a0c3e072d44d,paper:PMC3572442,PMC3572442-chunk-0006,,PMC3572442,ASSOCIATED_WITH,biomarker:apolipoprotein_b,Biomarker,Apolipoprotein B,Apolipoprotein B,condition:cardiovascular_events,Condition,Cardiovascular events,Cardiovascular events,"Association of LDL cholesterol, non-HDL cholesterol, and apolipoprotein B levels with risk of cardiovascular events among patients treated with statins: a meta-analysis",REF,28465,28633,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly states an association of apolipoprotein B levels with risk of cardiovascular events.
silver_relationship:d5707a445e328ab4,paper:PMC3572442,PMC3572442-chunk-0007,,PMC3572442,REDUCES,drug:ezetimibe,Drug,Ezetimibe,Ezetimibe,biomarker:ldl_cholesterol,Biomarker,LDL-C,LDL cholesterol,"Ezetimibe Zetia (10 mg daily)As monotherapy, often combined witha statin LDL-C −18%HDL-C +3%TG −8%",TABLE,36981,37079,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The statin alternatives table explicitly lists ezetimibe with LDL-C −18%, indicating reduction of LDL cholesterol."
silver_relationship:1b3e29a2fff941f6,paper:PMC3572442,PMC3572442-chunk-0007,,PMC3572442,INCREASES,drug:nicotinic_acid,Drug,Nicotinic acid,Nicotinic acid,biomarker:hdl_cholesterol,Biomarker,HDL-C,HDL cholesterol,"Nicotinic acid Immediate release(crystalline) nicotinic acid(1.5–3 gm), extendedrelease nicotinic acid(Niaspan®) (1–2 g),sustained releasenicotinic acid (1–2 g) LDL −5–25%HDL +15–35%TG −20–50%",TABLE,36532,36724,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The row for nicotinic acid explicitly lists HDL +15–35%, indicating HDL cholesterol increase."
silver_relationship:8a2e274b7a45c8be,paper:PMC3572442,PMC3572442-chunk-0007,,PMC3572442,ASSOCIATED_WITH,condition:familial_dysbetalipoproteinemia,Condition,Familial Dysbetalipoproteinemia,Familial dysbetalipoproteinemia,condition:hypertriglyceridemia,Condition,hypertriglyceridemia,Hypertriglyceridemia,"Familial Dysbetalipoproteinemia (Type III Hyperlipoproteinemia) severe hypertriglyceridemia and hypercholesterolemia (both often > 300), associated with premature diffuse vascular disease",TABLE,33703,33890,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The disorder is explicitly described as involving severe hypertriglyceridemia.
silver_relationship:746bc577cefb5258,paper:PMC3572442,PMC3572442-chunk-0007,,PMC3572442,REDUCES,drug:fluvastatin,Drug,Fluvastatin,Fluvastatin,biomarker:ldl_cholesterol,Biomarker,LDL-C,LDL cholesterol,Fluvastatin Lescol 20–80 mg 22–35 3–11 17–21,TABLE,35209,35253,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=In the HMG-CoA inhibitor table, the first percentage column is % LDL-C decrease; fluvastatin is listed with 22–35."
silver_relationship:f5fa55820774b59a,paper:PMC3572442,PMC3572442-chunk-0007,,PMC3572442,PREVENTS,drug:omega_3_fatty_acids,Drug,Omega 3 fatty acids,Omega 3 fatty acids,condition:pancreatitis,Condition,pancreatitis,Pancreatitis,Prescription fatty acid ester indicated only fortreatment of TG > 500 mg/dl to preventpancreatitis,TABLE,37219,37317,0.96,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=Within the omega-3 fatty acids row, prescription fatty acid ester is explicitly indicated to prevent pancreatitis."
silver_relationship:14e69b62a44dcc30,paper:PMC3572442,PMC3572442-chunk-0007,,PMC3572442,REDUCES,drug:rosuvastatin,Drug,Rosuvastatin,Rosuvastatin,biomarker:ldl_cholesterol,Biomarker,LDL-C,LDL cholesterol,Rosuvastatin Crestor 5–40 mg 45–63 8–10 10–30,TABLE,35444,35489,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=In the HMG-CoA inhibitor table, rosuvastatin is listed with 45–63 in the % LDL-C decrease column."
silver_relationship:cb50586e3bdae1a6,paper:PMC3572442,PMC3572442-chunk-0007,,PMC3572442,HAS_ADVERSE_EFFECT,drug:glucocorticoids,Drug,Glucocorticoids,Glucocorticoids,condition:hyperlipidemia,Condition,hyperlipidemia,Hyperlipidemia,"Secondary causes of hyperlipidemia

Diet Drugs Disease &Disorders ofMetabolism Saturated & trans Fats Thiazide Diuretics Hypothyroidism Excess Calories Beta-Blockers Obesity Alcohol Glucocorticoids Type 2 Diabetes",TABLE,34709,34922,0.84,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=Glucocorticoids are listed under drugs in the table of secondary causes of hyperlipidemia, supporting an adverse-effect relationship."
silver_relationship:6d929490ad83165b,paper:PMC3572442,PMC3572442-chunk-0007,,PMC3572442,INCREASES,condition:familial_hypertriglyceridemia,Condition,Familial hypertriglyceridemia,Familial hypertriglyceridemia,biomarker:vldl_triglycerides,Biomarker,VLDL triglycerides,VLDL triglycerides,Familial hypertriglyceridemia Autosomal dominant inheritance; Main defect is overproduction of VLDL triglycerides by the liver,TABLE,34580,34706,0.86,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=The text states that the main defect in familial hypertriglyceridemia is overproduction of VLDL triglycerides; INCREASES is more specific than ASSOCIATED_WITH.
silver_relationship:40edfa9c2d7ce796,paper:PMC3572442,PMC3572442-chunk-0007,,PMC3572442,ASSOCIATED_WITH,condition:apocii_deficiency,Condition,ApoCII deficiency,ApoCII deficiency,condition:lpl_deficiency,Condition,LPL deficiency,LPL deficiency,ApoCII deficiency This apolipoprotein is an activator of LPL; its absence causes a clinical picture identical to LPL deficiency,TABLE,34452,34579,0.82,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The text states that ApoCII deficiency causes a clinical picture identical to LPL deficiency, supporting an association/comparability relationship."
silver_relationship:823b270cc1c79fc3,paper:PMC3572442,PMC3572442-chunk-0007,,PMC3572442,HAS_ADVERSE_EFFECT,drug:beta_blockers,Drug,Beta-Blockers,Beta-blockers,condition:hyperlipidemia,Condition,hyperlipidemia,Hyperlipidemia,"Secondary causes of hyperlipidemia

Diet Drugs Disease &Disorders ofMetabolism Saturated & trans Fats Thiazide Diuretics Hypothyroidism Excess Calories Beta-Blockers Obesity",TABLE,34709,34882,0.84,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=Beta-blockers are listed under drugs as secondary causes of hyperlipidemia, supporting an adverse-effect relationship."
